Column1,Column2,Column3,Column4,Column5
,ulantamai,ula[DEDR671],p.a.|v.n.,
,ulantaṉṟu,ula[DEDR671],n.sg.|p.a.,
,ulantu,ula[DEDR671],abs.,
,ulanteṉa,ula[DEDR671],caus.|abs.,
,ulappu,ula[DEDR671],n.,
ulakkai,,ulakkai[DEDR672],n.,pestle
ulakam,,ulakam,n.,< Skt. loka- (Pkt. uloka)  world
,ulakattu,ulakam,obl.,
,ulakamoṭu,ulakam,soc.,
,ulakattāṉ,ulakam,loc.,
,ulaku,ulakam,n.,
,ulakiṟku,ulakam,dat.,
,ulakiyar,ulakam,pron.n.|3.,
ulampu,,ulampu[DEDR996],v.5.,to thunder
,ulampi,ulampu[DEDR996],abs.,
,ulampum,ulampu[DEDR996],pey.,
,ulamputoṟum,ulampu[DEDR996],indef.,
ulamaru,,ulamaru[TL],3.,v. 1 to be perturbed in mind
,ulamantu,ulamaru[TL],abs.,
,ulamara,ulamaru[TL],inf.,
,ulamaral,ulamaru[TL],v.n.,
,ulamvaru,ulamaru[TL],3.,
,ulamvantu,ulamaru[TL],abs.,
,ulamvaral,ulamaru[TL],v.n.,
ular,,ular[DEDR674],v.4.|v.r.,to become dry –
,ularnta,ular[DEDR674],p.a.|pey.,
,ularntu,ular[DEDR674],abs.,
,ulariṉum,ular[DEDR674],conc.,
ulavu,,ulavu[DEDR2693],v.5.|v.r.,to move
,ulava,ulavu[DEDR2693],inf.,
,ulaviya,ulavu[DEDR2693],inf.,
,ulā,ulavu[DEDR2693],n.,
ulavai,,ulavai[DEDR997],n.,green twig (TVG: n. dry branch)
,ulavaiyiṉ,ulavai[DEDR997],obl.,
,ulavaiyam,ulavai[DEDR997],adj.,
ulaṟu,,ulaṟu[DEDR674],v.5.|v.r.,"to dry up, to wither"
,ulaṟi,ulaṟu[DEDR674],abs.,
,ulaṟiya,ulaṟu[DEDR674],p.a.|pey.,
,ulaṟiṉum,ulaṟu[DEDR674],conc.,
ulai,,ulai[DEDR2857],n.,smith’s furnace
ulai,,ulai[TL],n.,(not DEDR):  water pot
ulai,,ulai[DEDR671],v.4.|v.r.,to be ruined
,ulainta,ulai[DEDR671],p.a.|pey.,
,ulaintāṅku,ulai[DEDR671],abs.,
,ulaiya,ulai[DEDR671],inf.,
,ulaiyā,ulai[DEDR671],neg.|pey.,
,ulaivu,ulai[DEDR671],n.,
,ulaiviṉ,ulai[DEDR671],obl.,
,ulai,ulai[DEDR671],v.11.,
,ulaiiya,ulai[DEDR671],p.a.|pey.,
uva,,uva[DEDR558],v.12.|v.r.,to rejoice –
,uva,uva[DEDR558],ipt.,
,uvakkum,uva[DEDR558],pey.,
,uvakkum,uva[DEDR558],sub.|pl.|1.,
,uvakkunaḷ,uva[DEDR558],part.n.|f.sg.|i.a.,
,uvakkuvaḷ,uva[DEDR558],f.sg.|i.a.,
,uvakkuvam,uva[DEDR558],i.a.|pl.|1.,
,uvattal,uva[DEDR558],v.n.,
,uvanta,uva[DEDR558],p.a.|pey.,
,uvantatu,uva[DEDR558],part.n.|n.sg.|p.a.,
,uvantaṉar,uva[DEDR558],p.a.|3.,
,uvantaṉaḷ,uva[DEDR558],f.sg.|p.a.,
,uvantamai,uva[DEDR558],p.a.|v.n.,
,uvantaṉṟu,uva[DEDR558],n.sg.|p.a.,
,uvanticiṉ,uva[DEDR558],ipt.,
,uvantu,uva[DEDR558],abs.,
,uvappa,uva[DEDR558],inf.,
,uvappaṉ,uva[DEDR558],i.a.|sg.|1.,
,uvappeṉ,uva[DEDR558],i.a.|sg.|1.,
,uvappēṉ,uva[DEDR558],i.a.|sg.|1.,
,uvakai,uva[DEDR558],n.,
,uvakaiyiṉ,uva[DEDR558],obl.,
,uvakaiyoṭu,uva[DEDR558],soc.,
,uvakaiya,uva[DEDR558],pron.n.|n.pl.,
,uvakaiyar,uva[DEDR558],pron.n.|3.,
,uvakaiyaḷ,uva[DEDR558],pron.n.|f.sg.,
,uvakaiyaṉ,uva[DEDR558],pron.n.|m.sg.,
,uvakaiyēm,uva[DEDR558],pron.n.|pl.|1.,
,uvappu,uva[DEDR558],n.,
uvar,,uvar[DEDR2674],n.,(b):  saltishness
,uvarppu,uvar[DEDR2674],n.,
,uvari,uvar[DEDR2674],n.,
,uvar,uvar[DEDR2674],v.11.,
,uvarkkum,uvar[DEDR2674],,
uval,,uval[DEDR2673],n.,foliage
,uvalai,uval[DEDR2673],n.,
uvavu,,uvavu[TL],n.,(not DEDR):  full- and newmoon
uvaṟu,,uvaṟu[DEDR761],v.5.,to well up
,uvaṟi,uvaṟu[DEDR761],abs.,
,uvaṟṟu,uvaṟu[DEDR761],v.5.,
,uvaṟṟi,uvaṟu[DEDR761],abs.,
uḻa,,uḻa[DEDR680],v.12.|v.r.,to bear –
,uḻakkum,uḻa[DEDR680],pey.,
,uḻakkuvam,uḻa[DEDR680],i.a.|pl.|1.,
,uḻakkuvaḷ,uḻa[DEDR680],f.sg.|i.a.,
,uḻattal,uḻa[DEDR680],v.n.,
,uḻattaliṉ,uḻa[DEDR680],obl.|v.n.,
,uḻanta,uḻa[DEDR680],p.a.|pey.,
,uḻantaṉṟu,uḻa[DEDR680],n.sg.|p.a.,
,uḻantaṉa,uḻa[DEDR680],n.pl.|p.a.,
,uḻantaṉaḷ,uḻa[DEDR680],f.sg.|p.a.,
,uḻantaṉai,uḻa[DEDR680],p.a.|sg.|2.,
,uḻantu,uḻa[DEDR680],abs.,
,uḻappa,uḻa[DEDR680],inf.,
,uḻappatu,uḻa[DEDR680],part.n.|n.sg.|i.a.,
,uḻappiṉum,uḻa[DEDR680],conc.,
uḻakku,,uḻakku[TL],v.5.,(DEDR 688?):  to ravage
,uḻakki,uḻakku[TL],abs.,
,uḻakkum,uḻakku[TL],pey.,
uḻampu,,uḻampu[DEDR682],v.5.|v.r.,to be disturbed −
,uḻampum,uḻampu[DEDR682],pey.,
uḻal,,uḻal[DEDR2698],v.3.,(b):  to roam about
,uḻala,uḻal[DEDR2698],inf.,
,uḻalum,uḻal[DEDR2698],pey.,
,uḻalum,uḻal[DEDR2698],,
,uḻalveṉ,uḻal[DEDR2698],i.a.|sg.|1.,
uḻavaṉ,,uḻavaṉ[DEDR688],n.,ploughman
,uḻava,uḻavaṉ[DEDR688],voc.,
,uḻavar,uḻavaṉ[DEDR688],3.,
,uḻavaroṭu,uḻavaṉ[DEDR688],soc.,
,uḻavu,uḻavaṉ[DEDR688],n.,
,uḻaviṉ,uḻavaṉ[DEDR688],obl.,
,uḻavuṟu,uḻavaṉ[DEDR688],v.r.,
,uḻu,uḻavaṉ[DEDR688],v.1.|v.r.,
,uḻal,uḻavaṉ[DEDR688],v.n.,
,uḻāa,uḻavaṉ[DEDR688],neg.|pey.,
,uḻātu,uḻavaṉ[DEDR688],abs.|neg.,
,uḻāatu,uḻavaṉ[DEDR688],abs.|neg.,
,uḻātu,uḻavaṉ[DEDR688],abs.|neg.,
,uḻāatu,uḻavaṉ[DEDR688],m.l.,
,uḻuta,uḻavaṉ[DEDR688],p.a.|pey.,
,uḻuti,uḻavaṉ[DEDR688],sub.|sg.|2.,
,uḻutu,uḻavaṉ[DEDR688],abs.,
uḻaṟu,,uḻaṟu[DEDR2698],v.5.,to be disturbed
,uḻaṟal,uḻaṟu[DEDR2698],v.n.,
-uḻi,,-uḻi[DEDR684],loc.,postpos. place ~  suff.
,-uḻi,-uḻi[DEDR684],,
uḻi,,uḻi[DEDR684],n.,place
,uḻiyatu,uḻi[DEDR684],pron.n.|n.sg.,
uḻitā,,uḻitā[TL],3.,v. 1 to wander about
,uḻitara,uḻitā[TL],inf.,
uḻiñcil,,uḻiñcil[TL],n.,Sirissa (Albizia)
,uḻuncil,uḻiñcil[TL],n.,
uḻu,,uḻu[DEDR756],v.11.,to rot
,uḻuppa,uḻu[DEDR756],inf.,
uḻuntu,,uḻuntu[DEDR690],n.,black-gram (Phaleolus mungoglaer)
,uḻuntiṉ,uḻuntu[DEDR690],obl.,
uḻuvai,,uḻuvai[DEDR692],n.,tiger
,uḻuvaiyōṭ’,uḻuvai[DEDR692],san.|soc.,
uḻai,,uḻai[DEDR694],n.,deer
,uḻaiyiṉ,uḻai[DEDR694],obl.,
,uḻaimāṉ,uḻai[DEDR694],,
uḻai,,uḻai[DEDR684],n.,proximity
,uḻaiyiṉ,uḻai[DEDR684],obl.,
,uḻaiyatu,uḻai[DEDR684],pron.n.|n.sg.,
,uḻaiyīr,uḻai[DEDR684],pron.n.|pl.|2.,
,uḻaiyam,uḻai[DEDR684],pron.n.|pl.|1.,
,uḻaiyar,uḻai[DEDR684],pron.n.|3.,
,uḻaiyaḷ,uḻai[DEDR684],pron.n.|f.sg.,
,uḻaiyāṉ,uḻai[DEDR684],pron.n.|m.sg.,
-uḷ,,-uḷ,loc.,suff.
,uḷ,-uḷ,n.,
,uḷḷa,-uḷ,pron.n.|n.pl.,
,uḷa,-uḷ,pron.n.|n.pl.,
,uḷḷiṉai,-uḷ,pron.n.|sg.|2.,
,uḷḷakam,-uḷ,,
,uḷḷam,-uḷ,n.,
,uḷḷattu,-uḷ,obl.,
,uḷḷattukku,-uḷ,dat.,
,uḷḷamoṭu,-uḷ,soc.,
,uḷḷamōṭ’,-uḷ,san.|soc.,
,uḷḷattar,-uḷ,pron.n.|3.,
,uḷam,-uḷ,n.,
,uṭkoṇṭu,-uḷ,abs.,
,uṭkoḷal,-uḷ,v.n.,
,uṭpaṭa,-uḷ,inf.,
,uḷappaṭa,-uḷ,inf.,
,uḷḷuṟu,-uḷ,v.r.,
uḷḷi,,uḷḷi[TL],p.n.,AN index (not ):  of a festival
uḷḷu,,uḷḷu[DEDR698],v.5.|v.r.,to remember –
,uḷkiṉam,uḷḷu[DEDR698],p.a.|pl.|1.,
,uḷḷa,uḷḷu[DEDR698],inf.,
,uḷḷal,uḷḷu[DEDR698],v.n.,
,uḷḷalam,uḷḷu[DEDR698],neg.|pl.|1.,
,uḷḷalem,uḷḷu[DEDR698],neg.|pl.|1.,
,uḷḷalēm,uḷḷu[DEDR698],neg.|pl.|1.,
,uḷḷalai,uḷḷu[DEDR698],neg.|sg.|2.,
,uḷḷā,uḷḷu[DEDR698],neg.|pey.,
,uḷḷātu,uḷḷu[DEDR698],abs.|neg.,
,uḷḷātōr,uḷḷu[DEDR698],neg.|3.,
,uḷḷām,uḷḷu[DEDR698],neg.|pl.|1.,
,uḷḷāy,uḷḷu[DEDR698],neg.|sg.|2.,
,uḷḷār,uḷḷu[DEDR698],neg.|3.,
,uḷḷāḷ,uḷḷu[DEDR698],f.sg.|neg.,
,uḷḷāṉ,uḷḷu[DEDR698],m.sg.|neg.,
,uḷḷi,uḷḷu[DEDR698],abs.,
,uḷḷiyaṉṉa,uḷḷu[DEDR698],comp.|pey.,
,uḷḷiyum,uḷḷu[DEDR698],conc.,
,uḷḷiya,uḷḷu[DEDR698],p.a.|pey.,
,uḷḷiya,uḷḷu[DEDR698],n.pl.|p.a.,
,uḷḷil,uḷḷu[DEDR698],cond.,
,uḷḷiṉ,uḷḷu[DEDR698],cond.,
,uḷḷiṉum,uḷḷu[DEDR698],conc.,
,uḷḷiṉam,uḷḷu[DEDR698],p.a.|pl.|1.,
,uḷḷiṉar,uḷḷu[DEDR698],p.a.|3.,
,uḷḷiṉaḷ,uḷḷu[DEDR698],f.sg.|p.a.,
,uḷḷiṉum,uḷḷu[DEDR698],conc.,
,uḷḷiṉeṉ,uḷḷu[DEDR698],p.a.|sg.|1.,
,uḷḷiṉēṉ,uḷḷu[DEDR698],p.a.|sg.|1.,
,uḷḷiṉai,uḷḷu[DEDR698],pron.n.|sg.|2.,
,uḷḷutal,uḷḷu[DEDR698],v.n.,
,uḷḷēṉ,uḷḷu[DEDR698],neg.|sg.|1.,
,uḷḷuti,uḷḷu[DEDR698],sub.|sg.|2.,
,uḷḷutir,uḷḷu[DEDR698],sub.|pl.|2.,
,uḷḷutoṟu(m),uḷḷu[DEDR698],indef.,
,uḷḷutoṟu,uḷḷu[DEDR698],indef.,
,uḷḷutoṟum,uḷḷu[DEDR698],indef.,
,uḷḷutōṟu,uḷḷu[DEDR698],indef.,
,uḷḷunar,uḷḷu[DEDR698],part.n.|i.a.|3.,
,uḷḷupa,uḷḷu[DEDR698],i.a.|pl.|3.,
,uḷḷupu,uḷḷu[DEDR698],abs.,
,uḷḷum,uḷḷu[DEDR698],pey.,
,uḷḷuva,uḷḷu[DEDR698],n.pl.|i.a.,
,uḷḷuvaṉa,uḷḷu[DEDR698],part.n.|n.pl.|i.a.,
,uḷḷuvai,uḷḷu[DEDR698],i.a.|sg.|2.,
,uḷḷeṉ,uḷḷu[DEDR698],neg.|sg.|1.,
,uḷḷēṉ,uḷḷu[DEDR698],neg.|sg.|1.,
,uḷḷem,uḷḷu[DEDR698],neg.|pl.|1.,
,uḷḷēm,uḷḷu[DEDR698],neg.|pl.|1.,
,uḷḷappaṭum,uḷḷu[DEDR698],inf.,
,uḷḷutara,uḷḷu[DEDR698],inf.,
uḷ,,uḷ[DEDR697],def.v.,to be
,uṇṭu,uḷ[DEDR697],n.sg.,
,uḷḷa,uḷ[DEDR697],inf.|p.a.|pey.,
,uḷḷatu,uḷ[DEDR697],part.n.|n.sg.,
,uḷḷatai,uḷ[DEDR697],n.sg.|acc.|v.n.,
,uḷḷāḷ,uḷ[DEDR697],f.sg.,
,uḷḷuti,uḷ[DEDR697],sub.|pl.|2.,
,uḷḷutir,uḷ[DEDR697],sub.|pl.|2.,
,uḷḷuvai,uḷ[DEDR697],i.a.|sg.|2.,
,uḷḷēṉ,uḷ[DEDR697],sg.|1.,
,uḷḷōrkku,uḷ[DEDR697],part.n.|dat.|3.,
,uḷa,uḷ[DEDR697],n.pl.,
,uḷatu,uḷ[DEDR697],n.sg.,
,uḷam,uḷ[DEDR697],pl.|1.,
,uḷar,uḷ[DEDR697],3.,
,uḷaṉ,uḷ[DEDR697],m.sg.,
,uḷaṉ,uḷ[DEDR697],sg.|1.,
,uḷir,uḷ[DEDR697],pl.|2.,
,uḷīr,uḷ[DEDR697],pl.|2.,
,uḷeṉ,uḷ[DEDR697],sg.|1.,
,uḷem,uḷ[DEDR697],pl.|1.,
,uḷēm,uḷ[DEDR697],pl.|1.,
,uḷēṉ,uḷ[DEDR697],sg.|1.,
,uṇmai,uḷ[DEDR697],n.,
,uṇmaiyiṉ,uḷ[DEDR697],obl.,
uḷampu,,uḷampu[DEDR760],v.5.,to sound DEDR 682: v. 5. to stir
,uḷampum,uḷampu[DEDR760],pey.,
uḷar,,uḷar[DEDR689],v.4.|v.r.|tr.,/5.  to smooth; intr. to whiffle –
,uḷarntu,uḷar[DEDR689],abs.,
,uḷarpu,uḷar[DEDR689],abs.,
,uḷara,uḷar[DEDR689],inf.,
,uḷari,uḷar[DEDR689],abs.,
,uḷariya,uḷar[DEDR689],p.a.|pey.,
,uḷariya,uḷar[DEDR689],inf.,
,uḷariṉaḷ,uḷar[DEDR689],f.sg.|p.a.,
,uḷarum,uḷar[DEDR689],pey.,
,uḷartaru,uḷar[DEDR689],v.r.,
uḷi,,uḷi[DEDR699],n.,chisel; fishing hook
uḷiyam,,uḷiyam[DEDR857],n.,ant eater
uḷai,,uḷai[DEDR701],n.,mane
,uḷaiyiṉ,uḷai[DEDR701],obl.,
uḷai,,uḷai[DEDR760],v.4.,"to howl, to cry in anguish"
,uḷaital,uḷai[DEDR760],v.n.,
uṟaṅku,,uṟaṅku[DEDR707],v.5.|v.r.,to slumber
,uṟaṅkum,uṟaṅku[DEDR707],pey.,
uṟattūr,,uṟattūr[TL],p.n.,AN index (not ):  of a place
uṟantai,,uṟantai[TL],p.n.,of a city
,uṟuntai,uṟantai[TL],p.n.,
uṟavi,,uṟavi[DEDR864],n.,ant
uṟaḻ,,uṟaḻ[DEDR710],v.4.|v.r.,to be close
,uṟaḻa,uṟaḻ[DEDR710],inf.,
,uṟaḻum,uṟaḻ[DEDR710],pey.,
,uṟaḻkoḷa,uṟaḻ[DEDR710],inf.,
uṟu,,uṟu[DEDR710],v.6.|v.r.,"(711?):  to have, to experience"
,uṟṟa,uṟu[DEDR710],p.a.|pey.,
,uṟṟatu,uṟu[DEDR710],part.n.|n.sg.,
,uṟṟaḵtu,uṟu[DEDR710],part.n.|n.sg.,
,uṟṟamai,uṟu[DEDR710],p.a.|v.n.,
,uṟṟaṉṟu,uṟu[DEDR710],n.sg.|p.a.,
,uṟṟaṉa,uṟu[DEDR710],n.pl.|p.a.,
,uṟṟaṉaḷ,uṟu[DEDR710],f.sg.|p.a.,
,uṟṟaṉam,uṟu[DEDR710],p.a.|pl.|1.,
,uṟṟaṉem,uṟu[DEDR710],p.a.|pl.|1.,
,uṟṟaṉai,uṟu[DEDR710],p.a.|sg.|2.,
,uṟṟiciṉ,uṟu[DEDR710],opt.|p.a.|sg.|1.,
,uṟṟu,uṟu[DEDR710],abs.,
,uṟṟeṉa,uṟu[DEDR710],caus.|abs.,
,uṟa,uṟu[DEDR710],inf.,
,uṟal,uṟu[DEDR710],v.n.,
,uṟal,uṟu[DEDR710],ipt.|neg.,
,uṟaṟku,uṟu[DEDR710],dat.,
,uṟāaliṉ,uṟu[DEDR710],obl.|v.n.,
,uṟutal,uṟu[DEDR710],v.n.,
,uṟāa,uṟu[DEDR710],abs.|neg.,
,uṟāa,uṟu[DEDR710],abs.,
,uṟāa,uṟu[DEDR710],neg.|pey.,
,uṟāamal,uṟu[DEDR710],abs.|m.l.|neg.,
,uṟāar,uṟu[DEDR710],part.n.|neg.,
,uṟāaḷ,uṟu[DEDR710],f.sg.|neg.,
,uṟiṉ,uṟu[DEDR710],cond.,
,uṟiṉum,uṟu[DEDR710],conc.,
,uṟuka,uṟu[DEDR710],sub.,
,uṟukuvaḷ,uṟu[DEDR710],f.sg.|i.a.,
,uṟutal,uṟu[DEDR710],v.n.,
,uṟuti,uṟu[DEDR710],sub.|sg.|2.,
,uṟutir,uṟu[DEDR710],sub.|pl.|2.,
,uṟutum,uṟu[DEDR710],sub.|pl.|1.,
,uṟutoṟum,uṟu[DEDR710],indef.,
,uṟunar,uṟu[DEDR710],part.n.|i.a.|3.,
,uṟunariṉ,uṟu[DEDR710],obl.,
,uṟunarkku,uṟu[DEDR710],dat.,
,uṟunarai,uṟu[DEDR710],acc.,
,uṟupa,uṟu[DEDR710],pl.|3.,
,uṟupu,uṟu[DEDR710],abs.,
,uṟum,uṟu[DEDR710],pey.,
,uṟum,uṟu[DEDR710],,
,uṟūum,uṟu[DEDR710],pey.,
,uṟuvatu,uṟu[DEDR710],part.n.|n.sg.|i.a.,
,uṟuval,uṟu[DEDR710],i.a.|sg.|1.,
,uṟuvaḷ,uṟu[DEDR710],part.n.|f.sg.|i.a.,
,uṟuvi,uṟu[DEDR710],part.n.|f.sg.|i.a.,
,uṟuviya,uṟu[DEDR710],p.a.|pey.,
,uṟuviyai,uṟu[DEDR710],acc.,
,uṟēem,uṟu[DEDR710],neg.|pl.|1.,
,uṟuvēṉ,uṟu[DEDR710],i.a.|sg.|1.,
,uṟuvōḷ,uṟu[DEDR710],part.n.|f.sg.|i.a.,
,uṟutara,uṟu[DEDR710],inf.,
,uṟutaru,uṟu[DEDR710],v.r.,
,°uṟu,uṟu[DEDR710],v.11.|v.r.,
,uṟāa,uṟu[DEDR710],neg.|pey.,
,uṟāa,uṟu[DEDR710],inf.,
,uṟāaliṉ,uṟu[DEDR710],obl.|v.n.,
,uṟīi,uṟu[DEDR710],abs.,
,uṟīiya,uṟu[DEDR710],p.a.|pey.,
,uṟīiya,uṟu[DEDR710],inf.,
,uṟīiyar,uṟu[DEDR710],inf.,
,uṟīiyiṉa,uṟu[DEDR710],n.pl.|p.a.,
,uṟīiyiṉaḷ,uṟu[DEDR710],f.sg.|p.a.,
,uṟukkum,uṟu[DEDR710],pey.,
,uṟuttal,uṟu[DEDR710],v.n.,
,uṟuttaliṉ,uṟu[DEDR710],obl.|v.n.,
,uṟuttaṉai,uṟu[DEDR710],p.a.|sg.|2.,
,uṟuttu,uṟu[DEDR710],abs.,
,uṟutta,uṟu[DEDR710],p.a.|pey.,
,uṟuppa,uṟu[DEDR710],i.a.|pl.|3.,
,uṟuppa,uṟu[DEDR710],inf.,
,uṟūum,uṟu[DEDR710],pey.,
uṟi,,uṟi[DEDR708],n.,net for carrying/suspending pots
,uṟiyaṉ,uṟi[DEDR708],pron.n.|m.sg.,
uṟukaṇ,,uṟukaṇ[DEDR715],n.,affliction
,uṟuval,uṟukaṇ[DEDR715],n.,
uṟuti,,uṟuti[DEDR721],n.,firmness
uṟuppu,,uṟuppu[DEDR710],n.,limb
,uṟuppiṉ,uṟuppu[DEDR710],obl.,
uṟai,,uṟai[DEDR723],n.,sheath; cover
uṟai,,uṟai[DEDR761],r.n.,"drop, rain"
,uṟai,uṟai[DEDR761],v.11.|v.r.,
,uṟaikkum,uṟai[DEDR761],pey.,
,uṟaitta,uṟai[DEDR761],p.a.|pey.,
,uṟaippa,uṟai[DEDR761],inf.,
,uṟaitteṉa,uṟai[DEDR761],caus.|abs.,
uṟai,,uṟai[DEDR710],r.n.,place of residence
,uṟaiyiṉai,uṟai[DEDR710],pron.n.|sg.|2.,
,uṟai,uṟai[DEDR710],v.4.|v.r.,
,uṟaikkum,uṟai[DEDR710],pey.,
,uṟaikunar,uṟai[DEDR710],part.n.|i.a.|3.,
,uṟaital,uṟai[DEDR710],v.n.,
,uṟaitaliṉ,uṟai[DEDR710],obl.,
,uṟainticiṉōrkku,uṟai[DEDR710],part.n.|dat.|p.a.,
,uṟaintu,uṟai[DEDR710],abs.,
,uṟaiñar,uṟai[DEDR710],part.n.|i.a.|3.,
,uṟainar,uṟai[DEDR710],part.n.|i.a.|3.,
,uṟainaroṭu,uṟai[DEDR710],soc.,
,uṟaimō,uṟai[DEDR710],ipt.,
,uṟaiya,uṟai[DEDR710],inf.,
,uṟaiyar,uṟai[DEDR710],neg.|3.,
,uṟaiiyar,uṟai[DEDR710],opt.,
,uṟaiyaḷ,uṟai[DEDR710],f.sg.|neg.,
,uṟaiyiṉ,uṟai[DEDR710],cond.,
,uṟaiyiṉṟu,uṟai[DEDR710],n.sg.|neg.,
,uṟaiyiṉum,uṟai[DEDR710],conc.,
,uṟaiyunar,uṟai[DEDR710],part.n.|i.a.|3.,
,uṟaiyum,uṟai[DEDR710],pey.,
,uṟaivi,uṟai[DEDR710],part.n.|f.sg.|i.a.,
,uṟaivēm,uṟai[DEDR710],i.a.|pl.|1.,
,uṟaivatu,uṟai[DEDR710],part.n.|n.sg.|i.a.,
,uṟaivaṉoṭu,uṟai[DEDR710],part.n.|m.sg.|i.a.|soc.,
,uṟaivāḷ,uṟai[DEDR710],part.n.|f.sg.|i.a.,
,uṟaivōr,uṟai[DEDR710],part.n.|i.a.|3.,
,uṟaivōrkku,uṟai[DEDR710],dat.,
,uṟaivōḷ,uṟai[DEDR710],part.n.|f.sg.|i.a.,
,uṟaiyavum,uṟai[DEDR710],conc.,
,uṟaipu,uṟai[DEDR710],n.,
,uṟaiyuḷ,uṟai[DEDR710],n.,
,uṟaiyuṭṭu,uṟai[DEDR710],pron.n.|n.sg.,
,uṟaiyuḷ,uṟai[DEDR710],n.,
,uṟaivu,uṟai[DEDR710],n.,
,uṟaiviṉ,uṟai[DEDR710],obl.,
,uṟaivi,uṟai[DEDR710],pron.n.|f.sg.,
,uṟaiviṉōrkku,uṟai[DEDR710],pron.n.|dat.|3.,
uṉṉam,,uṉṉam[DEDR727],n.,consideration
,uṉṉu,uṉṉam[DEDR727],v.5.,
,uṉṉār,uṉṉam[DEDR727],neg.|3.,
,uṉṉi,uṉṉam[DEDR727],abs.,
ū,,ū[DEDR728],3.|n.,flesh 376v
,ūṉ,ū[DEDR728],n.,
,ūṉam,ū[DEDR728],n.,
ūkkamoṭu,,ūkkamoṭu[DEDR729],soc.|n.,"of ūkka(m)   zeal, spirit"
,ūkku,ūkkamoṭu[DEDR729],n.,
,ūkku,ūkkamoṭu[DEDR729],v.5.,
,ūkka,ūkkamoṭu[DEDR729],inf.,
,ūkkum,ūkkamoṭu[DEDR729],pey.,
,ūukkum,ūkkamoṭu[DEDR729],m.l.|pey.,
ūkku,,ūkku[DEDR731],v.5.|v.r.|tr.,to swing; to miss the mark
,ūkka,ūkku[DEDR731],inf.,
,ūkki,ūkku[DEDR731],abs.,
,ūkkiya,ūkku[DEDR731],p.a.|pey.,
,ūkkum,ūkku[DEDR731],pey.,
,ūṅku,ūkku[DEDR731],v.5.|v.r.|tr.,
,ūṅka,ūkku[DEDR731],inf.,
,ūṅkāḷ,ūkku[DEDR731],f.sg.|neg.,
,ūṅki,ūkku[DEDR731],abs.,
ūkam,,ūkam[TL],n.,(not DEDR):  black monkey
ūcal,,ūcal[DEDR731],n.,swing(ing)
,ūcaliṉ,ūcal[DEDR731],obl.,
ūci,,ūci,n.,< Skt. śūcī-  needle
ūṭṭu,,ūṭṭu[DEDR600],r.n.,feeding/dye?
,ūṭṭu,ūṭṭu[DEDR600],v.5.|v.r.,
,ūṭṭa,ūṭṭu[DEDR600],inf.,
,ūṭṭā,ūṭṭu[DEDR600],neg.,
,ūṭṭi,ūṭṭu[DEDR600],abs.,
,ūṭṭiya,ūṭṭu[DEDR600],p.a.|pey.,
,ūṭṭiya,ūṭṭu[DEDR600],n.pl.|p.a.,
,ūṭṭiṉa,ūṭṭu[DEDR600],n.pl.|p.a.,
,ūṭṭum,ūṭṭu[DEDR600],pey.,
,ūṭṭupu,ūṭṭu[DEDR600],abs.,
,ūṭṭuṟu,ūṭṭu[DEDR600],v.r.,
ūṭu,,ūṭu[DEDR737],n.,waist
ūṭu,,ūṭu[DEDR2722],v.5.,to quarrel
,ūṭal,ūṭu[DEDR2722],v.n.,
,ūṭiya,ūṭu[DEDR2722],p.a.|pey.,
,ūṭiṉṟu,ūṭu[DEDR2722],n.sg.|p.a.,
,ūṭiṉaḷ,ūṭu[DEDR2722],f.sg.|p.a.,
ūṇ,,ūṇ[DEDR600],n.,food
ūṇūr,,ūṇūr[TL],p.n.,TVG (not ; cf. PN 348.5):  of a place
,ūṉūr,ūṇūr[TL],p.n.,
ūtu,,ūtu[DEDR741],v.5.|v.r.|tr.,to blow; tr. to fill oneself
,ūta,ūtu[DEDR741],inf.,
,ūtal,ūtu[DEDR741],v.n.,
,ūtala,ūtu[DEDR741],n.pl.|neg.,
,ūtaliṉ,ūtu[DEDR741],obl.|v.n.,
,ūtā,ūtu[DEDR741],abs.|neg.,
,ūtā,ūtu[DEDR741],abs.,
,ūtāy,ūtu[DEDR741],neg.|sg.|2.,
,ūti,ūtu[DEDR741],abs.,
,ūtiya,ūtu[DEDR741],p.a.|pey.,
,ūtutoṟum,ūtu[DEDR741],indef.,
,ūtum,ūtu[DEDR741],pey.,
ūtai,,ūtai[DEDR741],n.,cold wind
,ūtaiyoṭu,ūtai[DEDR741],soc.,
,ūtaiyōṭ’,ūtai[DEDR741],san.|soc.,
,ūtaiyam,ūtai[DEDR741],adj.,
ūmaṉ,,ūmaṉ[DEDR746],n.,dumbman
ūr,,ūr[DEDR752],n.,village
,ūur,ūr[DEDR752],m.l.|n.,
,ūriṉ,ūr[DEDR752],obl.,
,ūrkku,ūr[DEDR752],dat.,
,ūroṭu,ūr[DEDR752],soc.,
,ūrōṭ’,ūr[DEDR752],san.|soc.,
,ūra,ūr[DEDR752],adj.,
,ūra,ūr[DEDR752],pron.n.|n.pl.,
,ūrar,ūr[DEDR752],pron.n.|3.,
,ūraṉ,ūr[DEDR752],pron.n.|m.sg.,
,ūra,ūr[DEDR752],voc.,
,ūraṟku,ūr[DEDR752],dat.,
,ūraṉai,ūr[DEDR752],acc.,
,ūraṉoṭu,ūr[DEDR752],soc.,
